Question ID,Category,Sub-Category,Question,Guidance,Customer Response,Notes
BUS-001,Business Requirements,Project Information,What is the name of your Microsoft 365 deployment project?,"Provide internal project reference name","",Internal project reference for tracking
BUS-002,Business Requirements,Project Information,Who is the primary stakeholder for this M365 deployment?,"Name, role, and decision-making authority","",Main point of contact and decision authority
BUS-003,Business Requirements,Business Drivers,What business challenges are you trying to solve with Microsoft 365?,"Common challenges: Aging on-prem infrastructure, Remote work enablement, Security threats, Collaboration inefficiencies, Compliance requirements","",Primary business driver for M365 investment
BUS-004,Business Requirements,Current State,What collaboration and productivity tools are you currently using?,"List: Email system, File sharing, Instant messaging, Video conferencing, Document management","",Current state baseline assessment
BUS-005,Business Requirements,User Count,How many employees will use Microsoft 365?,"Typical ranges: 1-100, 101-250, 251-500, 501-1000, 1000+","",User licensing and cost sizing
BUS-006,Business Requirements,Objectives,What are your primary goals for Microsoft 365 deployment?,"Common goals: Replace on-prem Exchange, Enable remote collaboration, Improve security posture, Meet compliance requirements, Reduce IT costs","",Business objectives and expected outcomes
BUS-007,Business Requirements,Success Criteria,How will you measure M365 deployment success?,"Define KPIs: User adoption rate, Security incidents reduced, Cost savings, Compliance achieved, Productivity gains","",Success metrics for project evaluation
BUS-008,Business Requirements,Timeline,What is your expected timeline for Microsoft 365 deployment?,"Typical ranges: 0-3 months, 3-6 months, 6-12 months, 12+ months","",Project timeline expectations and constraints
BUS-009,Business Requirements,Budget,What is your approved budget for Microsoft 365?,"Include: User licenses, Professional services, Training, Support. Common ranges: $100K-500K, $500K-1M, $1M+","",Budget constraints for solution sizing
BUS-010,Business Requirements,Future Vision,What is your long-term vision for modern workplace and collaboration?,"Consider: Advanced security, Compliance automation, AI-powered productivity, Workflow automation","",Future roadmap and scalability planning
BUS-011,Business Requirements,Growth Projections,How do you expect your workforce to change over 3 years?,"Provide current user count and projected annual growth rate","",Scalability requirements and capacity planning
TECH-001,Technical Requirements,Email Environment,What email system are you currently using?,"Options: Exchange on-premises (version), Exchange Online, Gmail, Other email system","",Email migration scope and approach
TECH-002,Technical Requirements,Mailbox Data,What is the total mailbox data size and per-user average?,"Provide: Total GB, Number of mailboxes, Average mailbox size, Largest mailbox","",Migration sizing and timeline estimation
TECH-003,Technical Requirements,File Storage,What file storage and collaboration systems are currently used?,"Options: On-premises file servers, SharePoint on-prem (version), Box, Dropbox, Google Drive, Other","",File migration and SharePoint Online deployment
TECH-004,Technical Requirements,File Data Volume,What is the total file storage volume to migrate?,"Provide: Total TB, Number of file shares, Number of files, Folder structure complexity","",Storage sizing and migration planning
TECH-005,Technical Requirements,Active Directory,What directory services are you currently using?,"Options: Active Directory on-prem, Azure AD only, Other directory service, None","",Identity integration and Azure AD Connect design
TECH-006,Technical Requirements,Authentication,What authentication requirements do you have?,"Requirements: Single Sign-On (SSO), Multi-Factor Authentication (MFA), Federated authentication (ADFS), Password hash sync, Pass-through auth","",Identity architecture and security controls
TECH-007,Technical Requirements,Device Management,How are user devices currently managed?,"Options: Domain-joined (on-prem AD), Azure AD joined, Intune MDM, SCCM, Third-party MDM, Unmanaged","",Endpoint management and Intune deployment
TECH-008,Technical Requirements,Device Types,What device types will access Microsoft 365?,"Types: Windows PCs, Macs, iOS devices, Android devices, Linux, Surface devices","",Device compatibility and endpoint policies
TECH-009,Technical Requirements,Application Integration,What business applications need to integrate with M365?,"List applications requiring: SSO integration, Data synchronization, SharePoint integration, Teams integration","",Application compatibility and integration requirements
TECH-010,Technical Requirements,Third-Party Services,What third-party cloud services are currently used?,"Services: CRM (Salesforce), HR systems, Finance systems, Project management, Other SaaS apps","",Integration scope and data flow requirements
TECH-011,Technical Requirements,Network Connectivity,What network connectivity is available for M365?,"Considerations: Internet bandwidth, ExpressRoute, SD-WAN, Proxy servers, Firewall rules","",Network architecture and performance optimization
TECH-012,Technical Requirements,Communication Tools,What communication and collaboration tools are currently used?,"Tools: Skype for Business, Zoom, Slack, Webex, Teams (already), Other","",Teams deployment scope and migration
TECH-013,Technical Requirements,Meeting Requirements,What are your video conferencing and meeting requirements?,"Requirements: Max participants, Recording, Live events, Room systems, Phone system integration","",Teams meetings and Teams Rooms deployment
TECH-014,Technical Requirements,Telephony,Do you need Microsoft Teams Phone System for calling?,"Options: Yes - replace existing PBX, Yes - hybrid with existing, No - meetings only, Evaluate later","",Teams Phone deployment and PSTN connectivity
TECH-015,Technical Requirements,Compliance Workloads,What data types require compliance management?,"Data types: Financial records, Healthcare data (PHI), Personal data (PII), Intellectual property, Legal/contracts","",Microsoft Purview and compliance configuration
SEC-001,Security & Compliance,Data Classification,What is the highest data classification level in your organization?,"Levels: Public, Internal, Confidential, Restricted/Highly Confidential","",Determines encryption and DLP requirements
SEC-002,Security & Compliance,Sensitive Data,What sensitive data types need protection?,"Types: Credit card numbers, SSNs, Banking info, Healthcare data (HIPAA), PII (GDPR), Intellectual property","",Data loss prevention (DLP) policy design
SEC-003,Security & Compliance,Compliance Standards,What compliance standards must Microsoft 365 meet?,"Common standards: SOC 2, ISO 27001, HIPAA, GDPR, PCI DSS, FINRA, State regulations","",Compliance controls and audit requirements
SEC-004,Security & Compliance,Data Residency,Do you require data residency in specific regions?,"Specify regions or countries; affects Microsoft 365 datacenter selection","",Geographic data sovereignty requirements
SEC-005,Security & Compliance,Encryption,What encryption requirements apply to email and files?,"Requirements: Encryption at rest (default), Message encryption (S/MIME/OME), BitLocker for endpoints, Customer Key","",Encryption architecture and key management
SEC-006,Security & Compliance,Access Control,What access control policies must be enforced?,"Policies: MFA required, Conditional Access, Device compliance, Location restrictions, Legacy auth blocking","",Zero-trust security architecture design
SEC-007,Security & Compliance,Audit Logging,What audit and logging retention is required?,"Specify retention period (e.g., 1 year, 7 years, 10 years) and audit scope","",Audit log retention and compliance reporting
SEC-008,Security & Compliance,Data Retention,What are your data retention and deletion requirements?,"Specify retention periods for: Email, SharePoint files, Teams chats, Regulatory drivers","",Microsoft Purview retention policies
SEC-009,Security & Compliance,eDiscovery,What eDiscovery capabilities are required?,"Requirements: Legal hold, Content search, Advanced eDiscovery, Export capabilities","",Microsoft Purview eDiscovery configuration
SEC-010,Security & Compliance,DLP Requirements,What data loss prevention scenarios must be prevented?,"Scenarios: Email data leakage, File sharing externally, Credit card exposure, Healthcare data sharing","",DLP policy design and testing
SEC-011,Security & Compliance,Threat Protection,What email and endpoint security threats are most concerning?,"Threats: Phishing, Malware, Ransomware, Account compromise, Insider threats, Data exfiltration","",Microsoft Defender configuration and SOC integration
SEC-012,Security & Compliance,External Sharing,What external collaboration and sharing policies are required?,"Policies: Allow external sharing, Block external sharing, Specific domains only, Guest access controls","",SharePoint and Teams external sharing configuration
OPS-001,Operations & Support,Availability,What uptime requirements do you have for email and collaboration?,"Microsoft 365 SLA is 99.9%; specify if higher availability needed","",SLA requirements and business continuity planning
OPS-002,Operations & Support,Support Coverage,What support coverage do you require for M365 users?,"Options: Business hours (8x5), Extended (24x5), Full (24x7), Self-service portal","",Support staffing and helpdesk planning
OPS-003,Operations & Support,IT Staffing,What IT resources are available for M365 administration?,"List: Full-time admins, Part-time support, Managed service provider, Outsourced support","",Operational staffing and managed services needs
OPS-004,Operations & Support,Monitoring,What monitoring and alerting capabilities do you need?,"Requirements: Service health monitoring, Usage analytics, Security alerts, Compliance dashboards","",Monitoring tools and reporting configuration
OPS-005,Operations & Support,Backup Requirements,What backup and recovery requirements apply to M365 data?,"Requirements: Third-party backup, Native retention, Point-in-time recovery, Disaster recovery RPO/RTO","",Backup strategy and data protection planning
OPS-006,Operations & Support,Change Management,What change management processes must be followed?,"Describe approval workflows, communication plans, rollback procedures","",Change control and governance requirements
OPS-007,Operations & Support,User Training,What training approach do you prefer for end users?,"Options: In-person training, Virtual training, Self-paced e-learning, Train-the-trainer, Champions program","",Training delivery model and user adoption
OPS-008,Operations & Support,Adoption Strategy,How will you drive user adoption of Microsoft 365?,"Strategies: Executive sponsorship, Champions program, Usage analytics, Incentives, Gamification","",User adoption and change management planning
IMPL-001,Implementation Planning,Resources,Who will be the technical lead for this M365 deployment?,"Name, role, contact information","",Technical ownership and project management
IMPL-002,Implementation Planning,Team Availability,What internal resources are available for M365 implementation?,"List team members, roles, time commitment (hours per week)","",Resource planning and project timeline feasibility
IMPL-003,Implementation Planning,Microsoft Experience,What is your team's experience with Microsoft 365 and Azure?,"Experience levels: No experience, Basic knowledge, Intermediate, Advanced, Expert","",Training needs assessment and knowledge transfer requirements
IMPL-004,Implementation Planning,Migration Approach,What is your preferred migration approach for email and files?,"Options: Phased by department, Pilot then scale, Big bang cutover, Hybrid coexistence","",Implementation strategy and risk mitigation
IMPL-005,Implementation Planning,Pilot Group,Who should be included in the pilot user group?,"Recommendations: IT team, Executive sponsors, Department representatives, Power users","",Pilot planning and early adopter validation
IMPL-006,Implementation Planning,Hybrid Configuration,Do you need hybrid Exchange or SharePoint during migration?,"Options: Full hybrid (long-term), Minimal hybrid (migration only), Cloud-only cutover","",Hybrid architecture and coexistence requirements
IMPL-007,Implementation Planning,Migration Schedule,What migration schedule constraints exist?,"Constraints: Blackout periods, Business cycles, Peak seasons, Holiday restrictions","",Migration timeline and scheduling considerations
IMPL-008,Implementation Planning,Cutover Timing,What is your preferred cutover timing for email migration?,"Options: Weekend cutover, Phased by department, Express (overnight), Staged over weeks","",Migration execution strategy and user impact
IMPL-009,Implementation Planning,Training Schedule,When should user training be delivered relative to migration?,"Options: 1 week before migration, During migration week, After migration, Ongoing program","",Training timing and reinforcement strategy
IMPL-010,Implementation Planning,Change Communications,How will you communicate M365 changes to users?,"Channels: Email announcements, Intranet, Town halls, Team meetings, Posters/signage","",Communication plan and user engagement
IMPL-011,Implementation Planning,Executive Sponsorship,Who is the executive sponsor for this M365 transformation?,"Identify senior leader with authority and commitment to user adoption","",Executive engagement and organizational support
IMPL-012,Implementation Planning,Partner Requirements,What Microsoft 365 implementation experience do you expect from partners?,"Specify: Microsoft partner status, Industry expertise, Migration experience, Support capabilities","",Partner selection criteria and requirements
RISK-001,Risk & Constraints,Implementation Risks,What are your main concerns about Microsoft 365 deployment?,"Consider: Migration complexity, User adoption, Data loss, Downtime, Cost overruns, Security gaps","",Primary implementation concerns and risk factors
RISK-002,Risk & Constraints,Failure Factors,What could cause this M365 project to fail?,"Consider: Lack of executive support, Insufficient training, Poor planning, Resource constraints, Technical issues","",Failure mode analysis and mitigation planning
RISK-003,Risk & Constraints,User Resistance,What user adoption challenges do you anticipate?,"Challenges: Change resistance, Training gaps, Workflow disruptions, Feature gaps, Performance concerns","",Change management and adoption risk mitigation
RISK-004,Risk & Constraints,Technical Risks,What technical risks worry you most about M365 migration?,"Consider: Email migration failures, File migration errors, Integration breaks, Performance issues, Security gaps","",Technical risk factors and mitigation strategies
