#WIDTH:  45,14,50,50,50,45,8,12,27,14,14,12,30,12
#ALIGN:  left,left,left,left,left,left,center,left,left,center,left,left,left,center
Parameter Name,Category,Production,Test,DR,Description,Required,Data Type,Validation Rules,Security Level,Owner Team,Dependencies,Notes,Last Updated
solution.name,Project,ansible-automation-platform,ansible-automation-platform,ansible-automation-platform,Solution name for resource naming,Yes,String,Valid string value,Public,Automation,,AAP solution identifier,2025-12-03
solution.abbr,Project,aap,aap,aap,Solution abbreviation (3-4 chars),Yes,String,Valid string value,Public,Automation,,Used in resource naming prefix,2025-12-03
solution.provider_name,Project,ibm,ibm,ibm,Provider organization name,Yes,String,Valid string value,Public,Automation,,IBM Red Hat provider,2025-12-03
solution.category_name,Project,devops,devops,devops,Solution category,Yes,String,Valid string value,Public,Automation,,DevOps category,2025-12-03
platform.controller_url,Platform,https://aap.example.com,https://aap-test.example.com,https://aap-dr.example.com,Automation Controller web UI and API URL,Yes,String,Valid HTTPS URL,Public,Automation,,HA endpoint via load balancer,2025-12-03
platform.hub_url,Platform,https://hub.example.com,https://hub-test.example.com,https://hub.example.com,Private Automation Hub URL,Yes,String,Valid HTTPS URL,Public,Automation,,Organization content,2025-12-03
platform.eda_enabled,Platform,true,false,true,Enable Event-Driven Ansible,Yes,Boolean,true|false,Public,Automation,,Event-driven automation,2025-12-03
platform.version,Platform,2.4,2.4,2.4,Ansible Automation Platform version,Yes,String,2.x format,Public,Automation,,AAP 2.4 LTS recommended,2025-12-03
compute.controller_count,Compute,2,1,2,Number of controller nodes in HA cluster,Yes,Integer,1|2|3,Public,Infrastructure,,2 nodes minimum for HA,2025-12-03
compute.controller_cpu,Compute,8,4,8,vCPU cores per controller node,Yes,Integer,Minimum 4,Public,Infrastructure,,8 cores for production,2025-12-03
compute.controller_memory_gb,Compute,16,8,16,Memory (GB) per controller node,Yes,Integer,Minimum 8,Public,Infrastructure,,16GB for production,2025-12-03
compute.controller_instance_type,Compute,m5.2xlarge,m5.xlarge,m5.2xlarge,AWS instance type for controller nodes,Yes,String,Valid AWS instance type,Public,Infrastructure,,AWS-specific sizing,2025-12-03
compute.execution_count,Compute,4,2,4,Number of execution nodes for job processing,Yes,Integer,Minimum 2,Public,Infrastructure,,Scale based on concurrent jobs,2025-12-03
compute.execution_cpu,Compute,8,4,8,vCPU cores per execution node,Yes,Integer,Minimum 4,Public,Infrastructure,,8 cores per execution node,2025-12-03
compute.execution_memory_gb,Compute,16,8,16,Memory (GB) per execution node,Yes,Integer,Minimum 8,Public,Infrastructure,,16GB for job processing,2025-12-03
compute.execution_instance_type,Compute,m5.2xlarge,m5.xlarge,m5.2xlarge,AWS instance type for execution nodes,Yes,String,Valid AWS instance type,Public,Infrastructure,,AWS-specific sizing,2025-12-03
compute.hub_instance_type,Compute,m5.xlarge,m5.large,m5.xlarge,AWS instance type for hub node,Yes,String,Valid AWS instance type,Public,Infrastructure,,Hub sizing,2025-12-03
database.host,Database,aap-db.example.com,aap-test-db.example.com,aap-dr-db.example.com,PostgreSQL database hostname,Yes,String,Valid hostname,Confidential,Infrastructure,,Managed HA database,2025-12-03
database.port,Database,5432,5432,5432,PostgreSQL database port,Yes,Integer,1024-65535,Public,Infrastructure,,Standard PostgreSQL port,2025-12-03
database.name,Database,awx,awx_test,awx,PostgreSQL database name,Yes,String,Valid DB name,Public,Infrastructure,,AAP database,2025-12-03
database.username,Database,awx,awx,awx,PostgreSQL service account,Yes,String,Valid username,Confidential,Infrastructure,,Read/write access,2025-12-03
database.instance_class,Database,db.r6g.large,db.r6g.medium,db.r6g.large,RDS instance class,Yes,String,Valid RDS instance class,Public,Infrastructure,,Managed PostgreSQL,2025-12-03
database.storage_gb,Database,100,50,100,Database storage in GB,Yes,Integer,Positive integer,Public,Infrastructure,,Grow with job history,2025-12-03
database.multi_az,Database,true,false,true,Enable Multi-AZ deployment,Yes,Boolean,true|false,Public,Infrastructure,,HA for production,2025-12-03
network.vpc_cidr,Network,10.0.0.0/16,10.1.0.0/16,10.2.0.0/16,VPC CIDR block,Yes,String,Valid CIDR notation,Public,Network,,AWS VPC network,2025-12-03
network.public_subnets,Network,"[""10.0.1.0/24"", ""10.0.2.0/24""]","[""10.1.1.0/24""]","[""10.2.1.0/24"", ""10.2.2.0/24""]",Public subnet CIDRs,Yes,List(String),Valid CIDR list,Public,Network,,Load balancer subnets,2025-12-03
network.private_subnets,Network,"[""10.0.11.0/24"", ""10.0.12.0/24""]","[""10.1.11.0/24""]","[""10.2.11.0/24"", ""10.2.12.0/24""]",Private subnet CIDRs,Yes,List(String),Valid CIDR list,Public,Network,,Controller and execution nodes,2025-12-03
network.availability_zones,Network,"[""us-east-1a"", ""us-east-1b""]","[""us-east-1a""]","[""us-west-2a"", ""us-west-2b""]",Availability zones,Yes,List(String),Valid AZ list,Public,Network,,Multi-AZ deployment,2025-12-03
auth.ldap_enabled,Authentication,true,false,true,Enable LDAP/AD integration,Yes,Boolean,true|false,Public,Security,,SSO with enterprise directory,2025-12-03
auth.ldap_url,Authentication,ldaps://ldap.example.com:636,ldaps://ldap.example.com:636,ldaps://ldap.example.com:636,Corporate LDAP/AD server URL,Yes,String,Valid LDAPS URL,Confidential,Security,,Use LDAPS for encryption,2025-12-03
auth.ldap_bind_dn,Authentication,CN=aap-svc;OU=ServiceAccounts;DC=example;DC=com,CN=aap-svc;OU=ServiceAccounts;DC=example;DC=com,CN=aap-svc;OU=ServiceAccounts;DC=example;DC=com,LDAP service account DN,Yes,String,Valid LDAP DN,Confidential,Security,,Read-only service account,2025-12-03
auth.ldap_user_search_base,Authentication,OU=Users;DC=example;DC=com,OU=Users;DC=example;DC=com,OU=Users;DC=example;DC=com,LDAP user search base DN,Yes,String,Valid LDAP DN,Confidential,Security,,Scope to user OU,2025-12-03
auth.ldap_group_search_base,Authentication,OU=Groups;DC=example;DC=com,OU=Groups;DC=example;DC=com,OU=Groups;DC=example;DC=com,LDAP group search base DN,Yes,String,Valid LDAP DN,Confidential,Security,,Map to AAP teams,2025-12-03
auth.session_timeout_seconds,Authentication,1800,1800,1800,Session timeout in seconds,Yes,Integer,300-86400,Public,Security,,30 minutes default,2025-12-03
credentials.vault_enabled,Credentials,true,false,true,Enable HashiCorp Vault integration,Yes,Boolean,true|false,Public,Security,,Credential vault integration,2025-12-03
