Question ID,Category,Sub-Category,Question,Guidance,Customer Response,Notes
BUS-001,Business Requirements,Project Information,What is the solution name?,"Provide internal project reference name","",Internal project reference for tracking
BUS-002,Business Requirements,Project Information,Who is the primary stakeholder for this project?,"Name, role, and decision-making authority","",Main point of contact and decision authority
BUS-003,Business Requirements,Business Drivers,What is the current challenge or pain point this solution aims to address?,"Common challenges: Performance issues, Scalability limitations, Security concerns, Cost optimization, Compliance requirements","",Primary business driver for investment
BUS-004,Business Requirements,Current State,What systems or processes are currently in place?,"Describe current state, systems involved, and pain points","",Current state baseline assessment
BUS-005,Business Requirements,Current State,What is working well with the current setup?,"Identify strengths to preserve in the new solution","",Strengths to maintain and build upon
BUS-006,Business Requirements,Current State,What are the specific limitations or failures of current systems?,"List technical, operational, or business limitations","",Pain points to address in solution design
BUS-007,Business Requirements,Objectives,What are the primary business goals for this project?,"Common goals: Reduce operational costs, Improve performance, Enhance security, Enable scalability, Ensure compliance, Accelerate time-to-market","",Business objectives and expected outcomes
BUS-008,Business Requirements,Success Criteria,What does success look like for this project?,"Define measurable outcomes: cost savings, time reduction, error rate improvement, revenue increase","",Success metrics for project evaluation
BUS-009,Business Requirements,Timeline,What is the expected timeline for implementation?,"Typical ranges: 0-3 months, 3-6 months, 6-12 months, 12+ months","",Project timeline expectations and constraints
BUS-010,Business Requirements,Budget,What is the approved budget range for this solution?,"Common ranges: $0-50K, $50K-250K, $250K-1M, $1M+. Include both CapEx and OpEx","",Budget constraints for solution sizing
BUS-011,Business Requirements,Stakeholders,Who are the key stakeholders and decision makers?,"List names, roles, and involvement level for each stakeholder","",Stakeholder mapping and engagement plan
BUS-012,Business Requirements,Success Metrics,How will you measure the success of this project?,"Define KPIs: performance metrics, cost metrics, user adoption, business outcomes","",Key performance indicators for tracking
BUS-013,Business Requirements,Future Vision,What is your long-term vision for this solution?,"Consider future features, expansion, and strategic alignment","",Future roadmap and strategic planning
BUS-014,Business Requirements,Growth Projections,How do you expect your needs to grow over time?,"Consider user growth, data volume growth, feature expansion","",Scalability requirements and capacity planning
BUS-015,Business Requirements,Domain Requirements,What domain-specific requirements or standards must be followed?,"Industry standards, best practices, regulatory requirements specific to your domain","",Domain-specific needs and compliance
TECH-001,Technical Requirements,Current Infrastructure,What is your current technology infrastructure?,"List platforms, versions, scale, and any constraints","",Current tech stack baseline
TECH-002,Technical Requirements,Cloud Platform,What cloud platforms do you currently use?,"Common platforms: AWS, Azure, Google Cloud, on-premises, hybrid, multi-cloud","",Cloud strategy and platform preference
TECH-003,Technical Requirements,Integration,What systems need to integrate with this solution?,"List all systems requiring integration: CRM, ERP, databases, APIs, third-party services","",Integration scope and complexity
TECH-004,Technical Requirements,Data Sources,What data sources need to be connected?,"List databases, APIs, file systems, streaming sources, external services","",Data integration and connectivity requirements
TECH-005,Technical Requirements,Data Volume,What are your current and projected data volumes?,"Provide current size and expected annual growth rate","",Impacts storage sizing and costs
TECH-006,Technical Requirements,Performance,What are your performance requirements?,"Specify response time, throughput, latency targets, batch processing needs","",Performance targets for infrastructure sizing
TECH-007,Technical Requirements,Scalability,How many concurrent users do you expect?,"Typical ranges: 1-50, 51-500, 501-5000, 5000+. Include peak and average loads","",User capacity and scalability planning
TECH-008,Technical Requirements,Availability,What are your uptime requirements?,"Common targets: 99%, 99.5%, 99.9%, 99.95%, 99.99%","",SLA requirements drive architecture design
TECH-009,Technical Requirements,Data Types,What types of data will the system handle?,"Common types: Customer data, Financial data, Healthcare data, Personal data, Public data, Proprietary data","",Data classification for security controls
TECH-010,Technical Requirements,Data Retention,What are your data retention and deletion requirements?,"Specify retention period, deletion procedures, archival needs","",Data lifecycle management requirements
TECH-011,Technical Requirements,AI/ML Requirements,Will this solution require AI/ML capabilities?,"Options: Pre-built AI services, Custom ML models, No AI/ML needed","",AI/ML scope and complexity
TECH-012,Technical Requirements,Training Data,Do you have training data available for custom models?,"Options: Yes - substantial dataset, Yes - limited dataset, No - need data collection, Not applicable","",Training data availability affects timeline
TECH-013,Technical Requirements,Model Accuracy,What accuracy levels are required for AI/ML predictions?,"Common targets: 90%+, 95%+, 98%+, 99%+","",Accuracy expectations for model performance
TECH-014,Technical Requirements,Domain Data,What domain-specific data sources will be used?,"List specialized data sources unique to your industry or use case","",Domain-specific data integration needs
SEC-001,Security & Compliance,Data Classification,What is the highest data classification level?,"Levels: Public, Internal, Confidential, Restricted","",Determines encryption and access control
