Question ID,Category,Sub-Category,Question,Guidance,Customer Response,Notes
BUS-001,Business Requirements,Project Information,What is the name of your SD-WAN transformation project?,"Provide internal project reference name","",Internal project reference for tracking
BUS-002,Business Requirements,Project Information,Who is the primary stakeholder for this WAN modernization?,"Name, role, and decision-making authority","",Main point of contact and decision authority
BUS-003,Business Requirements,Business Drivers,What challenges are driving SD-WAN adoption?,"Common challenges: High MPLS costs, Insufficient bandwidth, Slow site deployment, Poor cloud application performance, Inflexible WAN, Complex management","",Primary business driver for SD-WAN investment
BUS-004,Business Requirements,Current State,What is your current WAN architecture?,"Describe: MPLS circuits, Internet circuits, Hub-and-spoke topology, Point-to-point links, VPN overlay","",Current state baseline assessment
BUS-005,Business Requirements,Objectives,What are your primary goals for SD-WAN?,"Common goals: Reduce WAN costs, Increase bandwidth, Accelerate site deployment, Optimize cloud apps, Simplify management, Improve resilience","",Business objectives and expected outcomes
BUS-006,Business Requirements,Success Criteria,How will you measure SD-WAN success?,"Define KPIs: Cost savings %, Bandwidth increase, Site deployment time, Application performance SLA, WAN uptime %","",Success metrics for project evaluation
BUS-007,Business Requirements,Timeline,What is your expected timeline for SD-WAN deployment?,"Typical ranges: 0-6 months pilot, 6-12 months full deployment, 12-24 months phased migration","",Project timeline expectations and constraints
BUS-008,Business Requirements,Budget,What is your approved budget range for SD-WAN?,"Common ranges: $250K-500K, $500K-1M, $1M-3M, $3M+. Include hardware, circuits, software, services","",Budget constraints for solution sizing
BUS-009,Business Requirements,Cloud Strategy,What is your cloud adoption strategy?,"Strategy: Cloud-first SaaS adoption, Cloud migration in progress, Hybrid cloud, On-prem only, Multi-cloud","",Cloud connectivity requirements
BUS-010,Business Requirements,MPLS Contracts,When do current MPLS contracts expire?,"Contract status: Month-to-month, Expiring in 6 months, Expiring in 12 months, Long-term contract (2+ years), No MPLS","",Migration timing and contract implications
TECH-001,Technical Requirements,Site Count,How many branch office sites do you have?,"Typical ranges: 10-25, 25-50, 50-100, 100-250, 250+","",Site count drives router quantity and licensing
TECH-002,Technical Requirements,Site Growth,What is your expected site growth over 3 years?,"Growth: Current site count, projected additions per year, acquisitions expected","",Scalability requirements and capacity planning
TECH-003,Technical Requirements,Site Categorization,How would you categorize your sites?,"Categories: Large branches (100+ users), Medium branches (25-100 users), Small branches (<25 users), Retail/kiosks, Remote workers","",Site sizing and router selection
TECH-004,Technical Requirements,Current WAN Costs,What are your current annual WAN circuit costs?,"Costs: MPLS cost per site, Total annual MPLS spend, Internet circuit costs, Other WAN expenses","",ROI baseline for cost savings analysis
TECH-005,Technical Requirements,Current Bandwidth,What bandwidth does each site currently have?,"Bandwidth: MPLS (typical 5-20 Mbps), Internet (if dual-circuit), Bandwidth adequacy assessment","",Bandwidth requirements and upgrade needs
TECH-006,Technical Requirements,Bandwidth Requirements,What bandwidth do sites need with SD-WAN?,"Requirements: 50 Mbps, 100 Mbps, 250 Mbps, 500+ Mbps, Varies by site size","",Circuit sizing and cost optimization
TECH-007,Technical Requirements,Circuit Availability,What WAN circuit types are available at your sites?,"Circuits: Fiber (DIA), Cable broadband, DSL, Fixed wireless, LTE/5G, Starlink satellite","",Circuit diversity and availability assessment
TECH-008,Technical Requirements,WAN Design,What WAN topology do you prefer?,"Topology: Dual circuits per site (active-active), Broadband primary + LTE backup, Single circuit (cost-optimized), Mesh (any-to-any)","",WAN architecture and redundancy design
TECH-009,Technical Requirements,Hub Sites,How many hub sites or data centers do you have?,"Hub count: 1 data center, 2 data centers (HA), Regional hubs, No central hub (cloud-centric)","",Hub router sizing and architecture
TECH-010,Technical Requirements,Traffic Patterns,What are your primary traffic patterns?,"Patterns: Branch to data center, Branch to cloud (Office 365 AWS), Branch to branch, Internet breakout","",Application routing and policy requirements
TECH-011,Technical Requirements,Applications,What critical applications use the WAN?,"Applications: Office 365, Teams/Webex, Salesforce, SAP/ERP, VoIP, Video conferencing, File servers, Custom apps","",Application SLA policy requirements
TECH-012,Technical Requirements,Application Performance,What application SLA requirements do you have?,"SLAs: VoIP <100ms latency, Video <150ms, Mission-critical apps <50ms, Best-effort for web browsing","",SLA-based routing policy design
TECH-013,Technical Requirements,Cloud Platforms,What cloud platforms do you use?,"Platforms: AWS, Azure, Google Cloud, Oracle Cloud, SaaS only (Office 365 Salesforce), None","",Cloud on-ramp and direct connect requirements
TECH-014,Technical Requirements,Cloud Connectivity,Do you need dedicated cloud connectivity?,"Options: Cloud on-ramps (Equinix Megaport), VPN to cloud, Public internet only, ExpressRoute/Direct Connect","",Cloud integration architecture
TECH-015,Technical Requirements,Routing Protocol,What routing protocol do you currently use?,"Protocols: BGP, OSPF, EIGRP, Static routes, None (single circuit)","",SD-WAN routing integration requirements
TECH-016,Technical Requirements,QoS Requirements,What QoS and traffic prioritization is needed?,"QoS: VoIP/video priority, Business-critical apps, Bulk data transfer, Guest internet, Application-based QoS","",Traffic shaping and prioritization policies
TECH-017,Technical Requirements,Multicast,Do you require multicast support?,"Multicast use cases: Video distribution, Real-time collaboration, Surveillance cameras, Not required","",Multicast overlay requirements
TECH-018,Technical Requirements,IPv6,Do you require IPv6 support?,"IPv6: Required for all sites, Dual-stack (IPv4+IPv6), IPv4 only, Future requirement","",IP addressing architecture
SEC-001,Security & Compliance,Security Requirements,What security controls are required on SD-WAN?,"Controls: Integrated firewall, IPS/IDS, URL filtering, Malware protection, DDoS mitigation, VPN encryption","",Security architecture and integration
SEC-002,Security & Compliance,Firewall,What firewall approach do you prefer?,"Approach: Integrated firewall on SD-WAN routers, Separate firewall appliances, Cloud-delivered firewall (SASE), Umbrella DNS security","",Security service insertion strategy
SEC-003,Security & Compliance,VPN Encryption,What VPN encryption requirements apply?,"Encryption: IPsec for all WAN traffic, Opportunistic encryption, No encryption (trusted MPLS), Per-application encryption","",Data protection and encryption policy
SEC-004,Security & Compliance,Internet Breakout,What is your local internet breakout strategy?,"Breakout: Direct internet at branches for SaaS, Backhauled to data center, Selective based on application, Cloud proxy (Zscaler Umbrella)","",Security and internet access architecture
SEC-005,Security & Compliance,Zero Trust,Are you implementing Zero Trust Network Access (ZTNA)?,"ZTNA: Planned with SD-WAN, Future initiative, Not planned, Already have VPN solution","",Zero trust integration requirements
SEC-006,Security & Compliance,Compliance Standards,What compliance standards apply to WAN?,"Standards: PCI DSS, HIPAA, SOC 2, ISO 27001, NIST 800-53, Federal regulations","",Compliance controls and audit requirements
SEC-007,Security & Compliance,DLP,Do you require Data Loss Prevention (DLP)?,"DLP: Integrated DLP on SD-WAN, Cloud DLP service, Not required, Future requirement","",Data protection and DLP integration
SEC-008,Security & Compliance,Audit Logging,What audit and logging requirements apply?,"Requirements: WAN traffic logs, Security event logs, Policy changes, Performance metrics, SIEM integration, Retention period","",Audit trail and compliance reporting
OPS-001,Operations & Support,Team Size,How many network engineers support the WAN?,"Team size: 1-2 engineers, 3-5 engineers, 6-10 engineers, Distributed regional teams","",Staffing and support model assessment
OPS-002,Operations & Support,Expertise,What is your team's SD-WAN experience?,"Experience: None - new to SD-WAN, Basic understanding, SD-WAN pilot experience, Multi-vendor SD-WAN, Cisco SD-WAN certified","",Training needs and enablement planning
OPS-003,Operations & Support,Management Preference,What SD-WAN management model do you prefer?,"Models: Self-managed vManage, Cisco-managed service, Partner-managed (MSP), Hybrid co-managed","",Management and operations model
OPS-004,Operations & Support,NOC Integration,How does SD-WAN integrate with your NOC?,"NOC: Centralized NOC with monitoring tools, Regional NOCs, Outsourced NOC (MSP), No formal NOC","",Monitoring and incident management
