Question ID,Category,Sub-Category,Question,Guidance,Customer Response,Notes
BUS-001,Business Requirements,Project Information,What is the name of your wireless network modernization project?,"Provide internal project reference name","",Internal project reference for tracking
BUS-002,Business Requirements,Project Information,Who is the primary stakeholder for this Wi-Fi infrastructure project?,"Name, role, and decision-making authority","",Main point of contact and decision authority
BUS-003,Business Requirements,Business Drivers,What wireless connectivity challenges are driving this network upgrade?,"Common challenges: Poor WiFi coverage, Slow performance, No visibility, Manual troubleshooting, Capacity constraints, Guest access complexity","",Primary business driver for wireless modernization
BUS-004,Business Requirements,Current State,What is your current wireless infrastructure?,"Describe current vendor/model, controller type, AP count, and limitations","",Current state baseline assessment
BUS-005,Business Requirements,Current State,What are the most common Wi-Fi issues your users experience?,"Common issues: Slow speeds, Dropped connections, Dead zones, Roaming problems, Guest access difficulties","",User experience pain points
BUS-006,Business Requirements,Objectives,What are your primary goals for wireless network modernization?,"Common goals: Improve coverage, Increase speed, Simplify management, Enable location services, Reduce troubleshooting time, Support growth","",Business objectives and expected outcomes
BUS-007,Business Requirements,Success Criteria,How will you measure wireless network success?,"Define KPIs: uptime %, user satisfaction, helpdesk ticket reduction, troubleshooting time, coverage improvements","",Success metrics for project evaluation
BUS-008,Business Requirements,Timeline,What is your expected timeline for Wi-Fi deployment?,"Typical ranges: 0-3 months, 3-6 months, 6-12 months, 12+ months","",Project timeline expectations and constraints
BUS-009,Business Requirements,Budget,What is your approved budget range for wireless infrastructure?,"Common ranges: $50K-100K, $100K-300K, $300K-1M, $1M+. Include hardware software and services","",Budget constraints for solution sizing
BUS-010,Business Requirements,Future Vision,What is your long-term vision for network infrastructure?,"Consider AI-driven operations, location analytics, IoT integration, automation","",Future roadmap and scalability planning
BUS-011,Business Requirements,Growth Projections,How do you expect wireless device counts to change over 3 years?,"Provide current device count and projected annual growth rate","",Scalability requirements and capacity planning
TECH-001,Technical Requirements,Facility Information,What is the size and type of your facility?,"Describe square footage, building materials, floor count, facility type (office, campus, warehouse)","",RF coverage planning and AP density
TECH-002,Technical Requirements,Facility Information,How many buildings or locations need wireless coverage?,"Count separate buildings, floors, and remote locations","",Deployment scope and complexity
TECH-003,Technical Requirements,Coverage Requirements,What areas require wireless coverage?,"Specify: Office spaces, Conference rooms, Common areas, Outdoor areas, Warehouses, Parking lots","",Coverage area mapping and AP placement
TECH-004,Technical Requirements,User Capacity,How many concurrent wireless users do you need to support?,"Typical ranges: 50-100, 100-500, 500-1000, 1000+","",AP density and capacity planning
TECH-005,Technical Requirements,Device Types,What types of devices connect to your wireless network?,"Devices: Laptops, Smartphones, Tablets, IoT sensors, Printers, VoIP phones, Medical devices","",Client compatibility and feature requirements
TECH-006,Technical Requirements,Performance Requirements,What throughput and bandwidth do you require?,"Specify: Per-user bandwidth, Application requirements, Download/upload speeds","",Performance targets for solution sizing
TECH-007,Technical Requirements,Wi-Fi Standards,What Wi-Fi standards do you need to support?,"Standards: Wi-Fi 6 (802.11ax), Wi-Fi 6E (6 GHz), Wi-Fi 7 future-proofing","",Technology selection and future-proofing
TECH-008,Technical Requirements,Frequency Bands,Do you need 6 GHz support (Wi-Fi 6E)?,"Benefits: More spectrum, Less interference, Higher throughput, Future-proofing","",Frequency planning and client support
TECH-009,Technical Requirements,Network Architecture,What is your preferred wireless architecture?,"Options: Cloud-managed (Mist), On-premises controller, Hybrid approach","",Management platform selection
TECH-010,Technical Requirements,Wired Network,Do you need wired network infrastructure upgrades?,"Consider: PoE switches, Switch port capacity, Uplink bandwidth, Network segmentation","",Wired assurance and switch management
TECH-011,Technical Requirements,Network Integration,What routing and switching infrastructure exists?,"Describe: Core switches, Distribution switches, VLANs, Routing protocols","",Network architecture integration
TECH-012,Technical Requirements,VLAN Requirements,How many SSIDs and VLANs do you need?,"Common VLANs: Corporate, Guest, IoT, Voice, Management","",Network segmentation requirements
TECH-013,Technical Requirements,Roaming Requirements,Do you need seamless roaming across APs?,"Use cases: VoIP calls, Video streaming, Real-time applications, Large facilities","",Roaming performance and client experience
TECH-014,Technical Requirements,Guest Access,What guest Wi-Fi capabilities do you need?,"Features: Captive portal, Social login, Vouchers, Sponsored access, Self-registration","",Guest access requirements and workflows
TECH-015,Technical Requirements,Authentication,What authentication methods are required?,"Methods: 802.1X (RADIUS), WPA2/WPA3 Enterprise, Certificate-based, PSK, Open with portal","",Security and authentication architecture
